"date","calls"
2018-04-28,87
2018-04-27,106
2018-04-26,119
2018-04-25,119
2018-04-24,104
2018-04-23,94
2018-04-22,85
2018-04-21,108
2018-04-20,106
2018-04-19,111
2018-04-18,105
2018-04-17,87
2018-04-16,92
2018-04-15,97
2018-04-14,119
2018-04-13,122
2018-04-12,114
2018-04-11,109
2018-04-10,117
2018-04-09,105
2018-04-08,96
2018-04-07,112
2018-04-06,98
2018-04-05,102
2018-04-04,108
2018-04-03,107
2018-04-02,90
2018-04-01,85
2018-05-31,122
2018-05-30,132
2018-05-29,103
2018-05-28,88
2018-05-27,91
2018-05-26,116
2018-05-25,131
2018-05-24,120
2018-05-23,148
2018-05-22,141
2018-05-21,115
2018-05-20,98
2018-05-19,95
2018-05-18,113
2018-05-17,125
2018-05-16,105
2018-05-15,114
2018-05-14,112
2018-05-13,102
2018-05-12,111
2018-05-11,133
2018-05-10,138
2018-05-09,122
2018-05-08,129
2018-05-07,133
2018-05-06,97
2018-05-05,109
2018-05-04,119
2018-05-03,108
2018-05-02,113
2018-05-01,118
2018-06-30,135
2018-06-29,131
2018-06-28,124
2018-06-27,97
2018-06-26,82
2018-06-25,98
2018-06-24,114
2018-06-23,107
2018-06-22,126
2018-06-21,118
2018-06-20,124
2018-06-19,113
2018-06-18,113
2018-06-17,93
2018-06-16,84
2018-06-15,101
2018-06-14,115
2018-06-13,123
2018-06-12,108
2018-06-11,98
2018-06-10,76
2018-06-09,84
2018-06-08,104
2018-06-07,126
2018-06-06,115
2018-06-05,123
2018-06-04,91
2018-06-03,96
2018-06-02,79
2018-06-01,105
2018-07-31,117
2018-07-30,106
2018-07-29,126
2018-07-28,98
2018-07-27,129
2018-07-26,138
2018-07-25,128
2018-07-24,95
2018-07-23,137
2018-07-22,93
2018-07-21,97
2018-07-20,107
2018-07-19,92
2018-07-18,150
2018-07-17,96
2018-07-16,124
2018-07-15,97
2018-07-14,134
2018-07-13,124
2018-07-12,110
2018-07-11,115
2018-07-10,132
2018-07-09,103
2018-07-08,103
2018-07-07,101
2018-07-06,120
2018-07-05,107
2018-07-04,105
2018-07-03,106
2018-07-02,117
2018-07-01,103
2018-08-31,114
2018-08-30,132
2018-08-29,105
2018-08-28,115
2018-08-27,96
2018-08-26,85
2018-08-25,106
2018-08-24,103
2018-08-23,115
2018-08-22,120
2018-08-21,126
2018-08-20,118
2018-08-19,106
2018-08-18,85
2018-08-17,100
2018-08-16,105
2018-08-15,101
2018-08-14,121
2018-08-13,96
2018-08-12,88
2018-08-11,82
2018-08-10,106
2018-08-09,124
2018-08-08,104
2018-08-07,98
2018-08-06,89
2018-08-05,141
2018-08-04,100
2018-08-03,174
2018-08-02,117
2018-08-01,105
2018-09-30,101
2018-09-29,117
2018-09-28,87
2018-09-27,138
2018-09-26,118
2018-09-25,99
2018-09-24,89
2018-09-23,73
2018-09-22,103
2018-09-21,98
2018-09-20,109
2018-09-19,110
2018-09-18,90
2018-09-17,97
2018-09-16,76
2018-09-15,96
2018-09-14,105
2018-09-13,126
2018-09-12,93
2018-09-11,77
2018-09-10,104
2018-09-09,120
2018-09-08,100
2018-09-07,110
2018-09-06,118
2018-09-05,102
2018-09-04,115
2018-09-03,104
2018-09-02,105
2018-09-01,116
2018-10-31,97
2018-10-30,116
2018-10-29,90
2018-10-28,80
2018-10-27,94
2018-10-26,108
2018-10-25,88
2018-10-24,110
2018-10-23,98
2018-10-22,84
2018-10-21,95
2018-10-20,100
2018-10-19,86
2018-10-18,101
2018-10-17,74
2018-10-16,78
2018-10-15,102
2018-10-14,80
2018-10-13,89
2018-10-12,99
2018-10-11,126
2018-10-10,94
2018-10-09,114
2018-10-08,94
2018-10-07,93
2018-10-06,110
2018-10-05,83
2018-10-04,100
2018-10-03,122
2018-10-02,103
2018-10-01,107
2018-11-30,88
2018-11-29,92
2018-11-28,83
2018-11-27,99
2018-11-26,89
2018-11-25,87
2018-11-24,93
2018-11-23,82
2018-11-22,82
2018-11-21,109
2018-11-20,91
2018-11-19,91
2018-11-18,71
2018-11-17,95
2018-11-16,108
2018-11-15,110
2018-11-14,98
2018-11-13,100
2018-11-12,92
2018-11-11,67
2018-11-10,76
2018-11-09,91
2018-11-08,98
2018-11-07,103
2018-11-06,111
2018-11-05,87
2018-11-04,75
2018-11-03,96
2018-11-02,80
2018-11-01,62
2018-12-31,119
2018-12-30,88
2018-12-29,93
2018-12-28,95
2018-12-27,110
2018-12-26,107
2018-12-25,99
2018-12-24,86
2018-12-23,97
2018-12-22,113
2018-12-21,104
2018-12-20,67
2018-12-19,99
2018-12-18,92
2018-12-17,96
2018-12-16,80
2018-12-15,120
2018-12-14,110
2018-12-13,120
2018-12-12,96
2018-12-11,101
2018-12-10,110
2018-12-09,70
2018-12-08,65
2018-12-07,73
2018-12-06,104
2018-12-05,106
2018-12-04,101
2018-12-03,96
2018-12-02,71
2018-12-01,78
2019-01-31,95
2019-01-30,107
2019-01-29,100
2019-01-28,108
2019-01-27,84
2019-01-26,78
2019-01-25,111
2019-01-24,100
2019-01-23,113
2019-01-22,94
2019-01-21,87
2019-01-20,71
2019-01-19,94
2019-01-18,90
2019-01-17,119
2019-01-16,100
2019-01-15,108
2019-01-14,111
2019-01-13,84
2019-01-12,113
2019-01-11,99
2019-01-10,96
2019-01-09,97
2019-01-08,82
2019-01-07,103
2019-01-06,101
2019-01-05,101
2019-01-04,119
2019-01-03,113
2019-01-02,105
2019-01-01,122
2019-02-28,80
2019-02-27,80
2019-02-26,70
2019-02-25,130
2019-02-24,90
2019-02-23,88
2019-02-22,89
2019-02-21,109
2019-02-20,97
2019-02-19,123
2019-02-18,89
2019-02-17,111
2019-02-16,88
2019-02-15,87
2019-02-14,90
2019-02-13,92
2019-02-12,86
2019-02-11,115
2019-02-10,86
2019-02-09,109
2019-02-08,115
2019-02-07,112
2019-02-06,113
2019-02-05,95
2019-02-04,112
2019-02-03,107
2019-02-02,90
2019-02-01,103
2019-03-31,108
2019-03-30,91
2019-03-29,107
2019-03-28,94
2019-03-27,77
2019-03-26,106
2019-03-25,94
2019-03-24,95
2019-03-23,80
2019-03-22,100
2019-03-21,88
2019-03-20,105
2019-03-19,111
2019-03-18,96
2019-03-17,90
2019-03-16,121
2019-03-15,148
2019-03-14,89
2019-03-13,82
2019-03-12,83
2019-03-11,95
2019-03-10,88
2019-03-09,71
2019-03-08,99
2019-03-07,105
2019-03-06,117
2019-03-05,100
2019-03-04,104
2019-03-03,115
2019-03-02,82
2019-03-01,85
2019-04-30,112
2019-04-29,113
2019-04-28,75
2019-04-27,76
2019-04-26,77
2019-04-25,86
2019-04-24,126
2019-04-23,108
2019-04-22,75
2019-04-21,73
2019-04-20,70
2019-04-19,97
2019-04-18,75
2019-04-17,116
2019-04-16,103
2019-04-15,80
2019-04-14,87
2019-04-13,96
2019-04-12,134
2019-04-11,141
2019-04-10,114
2019-04-09,81
2019-04-08,109
2019-04-07,77
2019-04-06,92
2019-04-05,105
2019-04-04,91
2019-04-03,95
2019-04-02,92
2019-04-01,88
2019-05-31,117
2019-05-30,108
2019-05-29,116
2019-05-28,94
2019-05-27,103
2019-05-26,75
2019-05-25,97
2019-05-24,124
2019-05-23,96
2019-05-22,105
2019-05-21,137
2019-05-20,103
2019-05-19,85
2019-05-18,105
2019-05-17,81
2019-05-16,91
2019-05-15,91
2019-05-14,100
2019-05-13,106
2019-05-12,94
2019-05-11,91
2019-05-10,127
2019-05-09,96
2019-05-08,86
2019-05-07,93
2019-05-06,111
2019-05-05,75
2019-05-04,96
2019-05-03,117
2019-05-02,96
2019-05-01,100
2019-06-30,87
2019-06-29,83
2019-06-28,100
2019-06-27,115
2019-06-26,97
2019-06-25,100
2019-06-24,100
2019-06-23,68
2019-06-22,86
2019-06-21,104
2019-06-20,112
2019-06-19,120
2019-06-18,122
2019-06-17,108
2019-06-16,99
2019-06-15,79
2019-06-14,105
2019-06-13,119
2019-06-12,145
2019-06-11,122
2019-06-10,115
2019-06-09,59
2019-06-08,68
2019-06-07,89
2019-06-06,114
2019-06-05,116
2019-06-04,111
2019-06-03,93
2019-06-02,101
2019-06-01,78
2019-07-31,100
2019-07-30,107
2019-07-29,112
2019-07-28,88
2019-07-27,95
2019-07-26,106
2019-07-25,99
2019-07-24,95
2019-07-23,91
2019-07-22,102
2019-07-21,95
2019-07-20,105
2019-07-19,96
2019-07-18,103
2019-07-17,100
2019-07-16,109
2019-07-15,110
2019-07-14,111
2019-07-13,104
2019-07-12,120
2019-07-11,104
2019-07-10,107
2019-07-09,99
2019-07-08,99
2019-07-07,87
2019-07-06,126
2019-07-05,115
2019-07-04,110
2019-07-03,109
2019-07-02,108
2019-07-01,107
2019-08-31,95
2019-08-30,104
2019-08-29,97
2019-08-28,132
2019-08-27,131
2019-08-26,129
2019-08-25,91
2019-08-24,117
2019-08-23,87
2019-08-22,107
2019-08-21,127
2019-08-20,112
2019-08-19,102
2019-08-18,69
2019-08-17,84
2019-08-16,98
2019-08-15,113
2019-08-14,123
2019-08-13,116
2019-08-12,112
2019-08-11,97
2019-08-10,101
2019-08-09,106
2019-08-08,136
2019-08-07,117
2019-08-06,128
2019-08-05,92
2019-08-04,91
2019-08-03,113
2019-08-02,105
2019-08-01,107
2019-09-30,96
2019-09-29,106
2019-09-28,78
2019-09-27,86
2019-09-26,96
2019-09-25,116
2019-09-24,129
2019-09-23,96
2019-09-22,94
2019-09-21,102
2019-09-20,113
2019-09-19,149
2019-09-18,111
2019-09-17,108
2019-09-16,76
2019-09-15,73
2019-09-14,83
2019-09-13,99
2019-09-12,115
2019-09-11,148
2019-09-10,114
2019-09-09,86
2019-09-08,91
2019-09-07,89
2019-09-06,120
2019-09-05,132
2019-09-04,131
2019-09-03,107
2019-09-02,116
2019-09-01,90
2019-10-31,99
2019-10-30,96
2019-10-29,135
2019-10-28,105
2019-10-27,91
2019-10-26,79
2019-10-25,123
2019-10-24,112
2019-10-23,108
2019-10-22,98
2019-10-21,116
2019-10-20,104
2019-10-19,108
2019-10-18,96
2019-10-17,116
2019-10-16,93
2019-10-15,93
2019-10-14,74
2019-10-13,89
2019-10-12,111
2019-10-11,116
2019-10-10,94
2019-10-09,101
2019-10-08,125
2019-10-07,89
2019-10-06,110
2019-10-05,101
2019-10-04,89
2019-10-03,107
2019-10-02,93
2019-10-01,118
2019-11-30,77
2019-11-29,88
2019-11-28,68
2019-11-27,89
2019-11-26,101
2019-11-25,101
2019-11-24,67
2019-11-23,74
2019-11-22,81
2019-11-21,131
2019-11-20,143
2019-11-19,93
2019-11-18,108
2019-11-17,93
2019-11-16,87
2019-11-15,80
2019-11-14,113
2019-11-13,95
2019-11-12,105
2019-11-11,91
2019-11-10,76
2019-11-09,90
2019-11-08,84
2019-11-07,121
2019-11-06,92
2019-11-05,103
2019-11-04,112
2019-11-03,81
2019-11-02,79
2019-11-01,100
2019-12-31,96
2019-12-30,89
2019-12-29,80
2019-12-28,92
2019-12-27,93
2019-12-26,89
2019-12-25,47
2019-12-24,112
2019-12-23,84
2019-12-22,67
2019-12-21,66
2019-12-20,87
2019-12-19,105
2019-12-18,101
2019-12-17,100
2019-12-16,92
2019-12-15,106
2019-12-14,93
2019-12-13,71
2019-12-12,105
2019-12-11,115
2019-12-10,142
2019-12-09,89
2019-12-08,74
2019-12-07,91
2019-12-06,120
2019-12-05,121
2019-12-04,110
2019-12-03,123
2019-12-02,105
2019-12-01,90
2020-01-31,95
2020-01-30,92
2020-01-29,88
2020-01-28,92
2020-01-27,81
2020-01-26,82
2020-01-25,89
2020-01-24,92
2020-01-23,102
2020-01-22,107
2020-01-21,110
2020-01-20,87
2020-01-19,109
2020-01-18,104
2020-01-17,98
2020-01-16,92
2020-01-15,136
2020-01-14,89
2020-01-13,76
2020-01-12,78
2020-01-11,85
2020-01-10,105
2020-01-09,133
2020-01-08,113
2020-01-07,131
2020-01-06,88
2020-01-05,79
2020-01-04,92
2020-01-03,97
2020-01-02,106
2020-01-01,118
2020-02-29,81
2020-02-28,109
2020-02-27,95
2020-02-26,105
2020-02-25,106
2020-02-24,86
2020-02-23,101
2020-02-22,88
2020-02-21,81
2020-02-20,83
2020-02-19,97
2020-02-18,117
2020-02-17,92
2020-02-16,88
2020-02-15,93
2020-02-14,106
2020-02-13,99
2020-02-12,139
2020-02-11,123
2020-02-10,119
2020-02-09,92
2020-02-08,90
2020-02-07,123
2020-02-06,129
2020-02-05,103
2020-02-04,135
2020-02-03,95
2020-02-02,100
2020-02-01,85
2020-03-31,52
2020-03-30,64
2020-03-29,49
2020-03-28,55
2020-03-27,39
2020-03-26,58
2020-03-25,63
2020-03-24,58
2020-03-23,54
2020-03-22,46
2020-03-21,75
2020-03-20,106
2020-03-19,61
2020-03-18,103
2020-03-17,121
2020-03-16,77
2020-03-15,63
2020-03-14,66
2020-03-13,114
2020-03-12,91
2020-03-11,103
2020-03-10,106
2020-03-09,38
2020-03-08,64
2020-03-07,80
2020-03-06,120
2020-03-05,112
2020-03-04,117
2020-03-03,139
2020-03-02,84
2020-03-01,64
2020-04-30,73
2020-04-29,108
2020-04-28,105
2020-04-27,57
2020-04-26,70
2020-04-25,65
2020-04-24,81
2020-04-23,85
2020-04-22,54
2020-04-21,67
2020-04-20,67
2020-04-19,58
2020-04-18,61
2020-04-17,60
2020-04-16,57
2020-04-15,64
2020-04-14,80
2020-04-13,45
2020-04-12,56
2020-04-11,69
2020-04-10,71
2020-04-09,65
2020-04-08,66
2020-04-07,57
2020-04-06,73
2020-04-05,66
2020-04-04,48
2020-04-03,65
2020-04-02,68
2020-04-01,47
2020-05-31,69
2020-05-30,73
2020-05-29,87
2020-05-28,128
2020-05-27,124
2020-05-26,137
2020-05-25,97
2020-05-24,93
2020-05-23,96
2020-05-22,84
2020-05-21,75
2020-05-20,98
2020-05-19,100
2020-05-18,86
2020-05-17,64
2020-05-16,80
2020-05-15,85
2020-05-14,85
2020-05-13,109
2020-05-12,79
2020-05-11,98
2020-05-10,73
2020-05-09,78
2020-05-08,68
2020-05-07,116
2020-05-06,98
2020-05-05,111
2020-05-04,87
2020-05-03,63
2020-05-02,77
2020-05-01,93
2020-06-30,75
2020-06-29,76
2020-06-28,55
2020-06-27,63
2020-06-26,75
2020-06-25,79
2020-06-24,124
2020-06-23,109
2020-06-22,63
2020-06-21,64
2020-06-20,84
2020-06-19,87
2020-06-18,99
2020-06-17,114
2020-06-16,92
2020-06-15,89
2020-06-14,87
2020-06-13,80
2020-06-12,82
2020-06-11,84
2020-06-10,86
2020-06-09,97
2020-06-08,92
2020-06-07,52
2020-06-06,47
2020-06-05,96
2020-06-04,106
2020-06-03,122
2020-06-02,98
2020-06-01,72
2020-07-31,62
2020-07-30,63
2020-07-29,96
2020-07-28,92
2020-07-27,97
2020-07-26,71
2020-07-25,83
2020-07-24,80
2020-07-23,79
2020-07-22,65
2020-07-21,96
2020-07-20,80
2020-07-19,77
2020-07-18,82
2020-07-17,82
2020-07-16,98
2020-07-15,72
2020-07-14,84
2020-07-13,80
2020-07-12,81
2020-07-11,74
2020-07-10,69
2020-07-09,110
2020-07-08,82
2020-07-07,84
2020-07-06,82
2020-07-05,64
2020-07-04,80
2020-07-03,93
2020-07-02,99
2020-07-01,84
2020-08-31,91
2020-08-30,65
2020-08-29,106
2020-08-28,91
2020-08-27,76
2020-08-26,100
2020-08-25,99
2020-08-24,76
2020-08-23,78
2020-08-22,96
2020-08-21,101
2020-08-20,132
2020-08-19,81
2020-08-18,92
2020-08-17,72
2020-08-16,75
2020-08-15,81
2020-08-14,85
2020-08-13,86
2020-08-12,97
2020-08-11,78
2020-08-10,78
2020-08-09,56
2020-08-08,65
2020-08-07,80
2020-08-06,79
2020-08-05,77
2020-08-04,89
2020-08-03,78
2020-08-02,69
2020-08-01,85
2020-09-30,73
2020-09-29,103
2020-09-28,99
2020-09-27,72
2020-09-26,108
2020-09-25,95
2020-09-24,122
2020-09-23,100
2020-09-22,118
2020-09-21,110
2020-09-20,86
2020-09-19,81
2020-09-18,83
2020-09-17,94
2020-09-16,82
2020-09-15,101
2020-09-14,76
2020-09-13,77
2020-09-12,100
2020-09-11,71
2020-09-10,75
2020-09-09,50
2020-09-08,56
2020-09-07,109
2020-09-06,103
2020-09-05,147
2020-09-04,104
2020-09-03,77
2020-09-02,71
2020-09-01,73
2020-10-31,100
2020-10-30,91
2020-10-29,76
2020-10-28,93
2020-10-27,75
2020-10-26,63
2020-10-25,72
2020-10-24,69
2020-10-23,94
2020-10-22,77
2020-10-21,87
2020-10-20,94
2020-10-19,80
2020-10-18,58
2020-10-17,75
2020-10-16,112
2020-10-15,83
2020-10-14,93
2020-10-13,92
2020-10-12,69
2020-10-11,66
2020-10-10,59
2020-10-09,67
2020-10-08,82
2020-10-07,93
2020-10-06,99
2020-10-05,76
2020-10-04,72
2020-10-03,84
2020-10-02,64
2020-10-01,101
2020-11-30,97
2020-11-29,57
2020-11-28,63
2020-11-27,94
2020-11-26,66
2020-11-25,87
2020-11-24,84
2020-11-23,91
2020-11-22,48
2020-11-21,53
2020-11-20,62
2020-11-19,72
2020-11-18,102
2020-11-17,124
2020-11-16,82
2020-11-15,58
2020-11-14,58
2020-11-13,72
2020-11-12,60
2020-11-11,68
2020-11-10,81
2020-11-09,83
2020-11-08,79
2020-11-07,79
2020-11-06,78
2020-11-05,63
2020-11-04,108
2020-11-03,72
2020-11-02,72
2020-11-01,93
2020-12-31,100
2020-12-29,122
2020-12-28,86
2020-12-27,73
2020-12-26,74
2020-12-25,52
2020-12-24,76
2020-12-23,73
2020-12-22,72
2020-12-21,107
2020-12-20,80
2020-12-19,77
2020-12-18,78
2020-12-17,95
2020-12-16,81
2020-12-15,56
2020-12-14,86
2020-12-13,49
2020-12-12,80
2020-12-11,73
2020-12-10,75
2020-12-09,72
2020-12-08,88
2020-12-07,88
2020-12-06,47
2020-12-05,58
2020-12-04,74
2020-12-03,86
2020-12-02,100
2020-12-01,81
2021-01-31,80
2021-01-30,66
2021-01-29,90
2021-01-28,98
2021-01-27,65
2021-01-26,57
2021-01-25,70
2021-01-24,58
2021-01-23,61
2021-01-22,69
2021-01-21,99
2021-01-20,94
2021-01-19,102
2021-01-18,110
2021-01-17,72
2021-01-16,77
2021-01-15,93
2021-01-14,88
2021-01-13,116
2021-01-12,86
2021-01-11,99
2021-01-10,82
2021-01-09,74
2021-01-08,70
2021-01-07,98
2021-01-06,75
2021-01-05,96
2021-01-04,93
2021-01-03,78
2021-01-02,71
2021-01-01,82
2021-02-28,79
2021-02-27,58
2021-02-26,88
2021-02-25,81
2021-02-24,80
2021-02-23,87
2021-02-22,113
2021-02-21,69
2021-02-20,75
2021-02-19,83
2021-02-18,88
2021-02-17,102
2021-02-16,106
2021-02-15,70
2021-02-14,52
2021-02-13,57
2021-02-12,112
2021-02-11,102
2021-02-10,89
2021-02-09,87
2021-02-08,87
2021-02-07,68
2021-02-06,83
2021-02-05,71
2021-02-04,95
2021-02-03,110
2021-02-02,109
2021-02-01,96
2021-03-31,82
2021-03-30,116
2021-03-29,79
2021-03-28,79
2021-03-27,93
2021-03-26,93
2021-03-25,58
2021-03-24,71
2021-03-23,128
2021-03-22,83
2021-03-21,84
2021-03-20,65
2021-03-19,58
2021-03-18,81
2021-03-17,133
2021-03-16,100
2021-03-15,79
2021-03-14,62
2021-03-13,80
2021-03-12,75
2021-03-11,78
2021-03-10,90
2021-03-09,98
2021-03-08,94
2021-03-07,69
2021-03-06,75
2021-03-05,72
2021-03-04,96
2021-03-03,72
2021-03-02,108
2021-03-01,72
2021-04-30,88
2021-04-29,87
2021-04-28,82
2021-04-27,85
2021-04-26,81
2021-04-25,66
2021-04-24,65
2021-04-23,79
2021-04-22,71
2021-04-21,72
2021-04-20,89
2021-04-19,93
2021-04-18,60
2021-04-17,99
2021-04-16,86
2021-04-15,101
2021-04-14,85
2021-04-13,81
2021-04-12,77
2021-04-11,67
2021-04-10,63
2021-04-09,81
2021-04-08,98
2021-04-07,83
2021-04-06,87
2021-04-05,100
2021-04-04,85
2021-04-03,86
2021-04-02,101
2021-04-01,89
2021-05-31,101
2021-05-30,73
2021-05-29,72
2021-05-28,75
2021-05-27,79
2021-05-26,108
2021-05-25,72
2021-05-24,94
2021-05-23,74
2021-05-22,53
2021-05-21,74
2021-05-20,94
2021-05-19,74
2021-05-18,69
2021-05-17,65
2021-05-16,65
2021-05-15,79
2021-05-14,80
2021-05-13,96
2021-05-12,91
2021-05-11,120
2021-05-10,67
2021-05-09,64
2021-05-08,67
2021-05-07,69
2021-05-06,95
2021-05-05,91
2021-05-04,108
2021-05-03,94
2021-05-02,93
2021-05-01,79
2021-06-30,80
2021-06-29,94
2021-06-28,107
2021-06-27,97
2021-06-26,77
2021-06-25,70
2021-06-24,82
2021-06-23,82
2021-06-22,129
2021-06-21,109
2021-06-20,91
2021-06-19,76
2021-06-18,98
2021-06-17,68
2021-06-16,86
2021-06-15,86
2021-06-14,94
2021-06-13,79
2021-06-12,87
2021-06-11,96
2021-06-10,88
2021-06-09,94
2021-06-08,98
2021-06-07,63
2021-06-06,94
2021-06-05,74
2021-06-04,103
2021-06-03,93
2021-06-02,126
2021-06-01,89
2021-07-31,77
2021-07-30,88
2021-07-29,88
2021-07-28,85
2021-07-27,78
2021-07-26,85
2021-07-25,64
2021-07-24,69
2021-07-23,85
2021-07-22,86
2021-07-21,105
2021-07-20,103
2021-07-19,113
2021-07-18,70
2021-07-17,57
2021-07-16,75
2021-07-15,97
2021-07-14,96
2021-07-13,109
2021-07-12,101
2021-07-11,92
2021-07-10,78
2021-07-09,81
2021-07-08,85
2021-07-07,114
2021-07-06,138
2021-07-05,121
2021-07-04,129
2021-07-03,103
2021-07-02,72
2021-07-01,99
2021-08-31,84
2021-08-30,73
2021-08-29,73
2021-08-28,73
2021-08-27,44
2021-08-26,63
2021-08-25,91
2021-08-24,107
2021-08-23,69
2021-08-22,77
2021-08-21,57
2021-08-20,95
2021-08-19,82
2021-08-18,90
2021-08-17,89
2021-08-16,58
2021-08-15,66
2021-08-14,65
2021-08-13,80
2021-08-12,87
2021-08-11,96
2021-08-10,77
2021-08-09,75
2021-08-08,51
2021-08-07,91
2021-08-06,90
2021-08-05,93
2021-08-04,78
2021-08-03,70
2021-08-02,90
2021-08-01,85
2021-09-30,82
2021-09-29,76
2021-09-28,69
2021-09-27,82
2021-09-26,59
2021-09-25,82
2021-09-24,86
2021-09-23,98
2021-09-22,111
2021-09-21,118
2021-09-20,84
2021-09-19,69
2021-09-18,55
2021-09-17,88
2021-09-16,79
2021-09-15,79
2021-09-14,71
2021-09-13,63
2021-09-12,56
2021-09-11,81
2021-09-10,64
2021-09-09,87
2021-09-08,75
2021-09-07,108
2021-09-06,77
2021-09-05,86
2021-09-04,71
2021-09-03,72
2021-09-02,74
2021-09-01,83
2021-10-31,64
2021-10-30,73
2021-10-29,66
2021-10-28,87
2021-10-27,70
2021-10-26,67
2021-10-25,62
2021-10-24,66
2021-10-23,62
2021-10-22,74
2021-10-21,95
2021-10-20,95
2021-10-19,98
2021-10-18,88
2021-10-17,60
2021-10-16,77
2021-10-15,75
2021-10-14,72
2021-10-13,76
2021-10-12,84
2021-10-11,67
2021-10-10,71
2021-10-09,61
2021-10-08,82
2021-10-07,80
2021-10-06,86
2021-10-05,82
2021-10-04,70
2021-10-03,62
2021-10-02,70
2021-10-01,54
2021-11-30,75
2021-11-29,74
2021-11-28,59
2021-11-27,57
2021-11-26,64
2021-11-25,46
2021-11-24,92
2021-11-23,86
2021-11-22,113
2021-11-21,76
2021-11-20,101
2021-11-19,87
2021-11-18,64
2021-11-17,66
2021-11-16,117
2021-11-15,94
2021-11-14,93
2021-11-13,78
2021-11-12,73
2021-11-11,67
2021-11-10,90
2021-11-09,86
2021-11-08,79
2021-11-07,71
2021-11-06,69
2021-11-05,80
2021-11-04,80
2021-11-03,78
2021-11-02,80
2021-11-01,73
2021-12-31,85
2021-12-30,75
2021-12-29,66
2021-12-28,72
2021-12-27,37
2021-12-26,62
2021-12-25,50
2021-12-24,63
2021-12-23,82
2021-12-22,79
2021-12-21,84
2021-12-20,62
2021-12-19,67
2021-12-18,69
2021-12-17,79
2021-12-16,99
2021-12-15,83
2021-12-14,74
2021-12-13,88
2021-12-12,71
2021-12-11,69
2021-12-10,72
2021-12-09,90
2021-12-08,96
2021-12-07,82
2021-12-06,85
2021-12-05,69
2021-12-04,73
2021-12-03,75
2021-12-02,80
2021-12-01,89
